,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,"SALE
PRICE",SALE DATE,lnprice
15187,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,56005,2012-11-21,10.9331962514
15193,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,114145,2012-11-21,11.645224849
15195,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,59252,2012-11-21,10.9895548137
15197,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,56205,2012-11-21,10.9367609999
15198,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,59175,2012-11-21,10.9882544344
15202,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,167910,2012-11-21,12.0311834006
15203,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,56648,2012-11-21,10.9446119613
15205,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,172086,2012-11-21,12.0557496308
15211,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,60425,2012-11-21,11.0091582056
15216,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,58805,2012-11-21,10.9819821643
15254,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,97840,2012-10-30,11.4910887704
15255,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,57900,2012-10-30,10.9664726636
15257,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,71805,2012-10-30,11.1817093905
15259,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,72805,2012-10-30,11.1955399131
15260,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,83000,2012-10-30,11.3265958868
15262,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,71705,2012-10-30,11.1803157592
15263,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,97309,2012-10-30,11.4856467613
15264,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,60500,2012-10-30,11.010398644
15265,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,53847,2012-10-30,10.8939019707
15267,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,59233,2012-10-30,10.989234098
15269,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,81297,2012-10-30,11.3058643945
15270,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,87305,2012-10-30,11.377163014
15271,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,86744,2012-10-30,11.3707165312
15272,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,56800,2012-10-30,10.9472916047
15275,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,58770,2012-10-30,10.9813867996
15277,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,54215,2012-10-30,10.9007129019
15278,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,58975,2012-10-30,10.9848689043
15279,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,148267,2012-10-30,11.9067699814
15335,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,58680,2012-03-10,10.9798542323
15336,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,94888,2012-03-10,11.4604525277
15337,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,57900,2012-03-10,10.9664726636
15338,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,58770,2012-03-10,10.9813867996
15340,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,115800,2012-03-10,11.6596198441
15341,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,121000,2012-03-10,11.7035458246
15342,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,61000,2012-03-10,11.0186291432
15343,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,94605,2012-03-10,11.4574656078
15347,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,58175,2012-03-10,10.9712109882
15348,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,77350,2012-03-10,11.256095856
15349,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,54470,2012-03-10,10.9054053704
15350,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,120996,2012-03-10,11.7035127662
15351,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,54450,2012-03-10,10.9050381284
15352,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,60500,2012-03-10,11.010398644
15355,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,52075,2012-03-10,10.8604402661
15356,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,139000,2012-03-10,11.8422292121
15358,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,58475,2012-03-10,10.9763545915
15359,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,59205,2012-03-10,10.9887612768
15361,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,54708,2012-03-10,10.90976523
15363,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,57539,2012-03-10,10.9602182577
15364,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,56850,2012-03-10,10.9481714992
15370,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,55660,2012-03-10,10.9270170351
15375,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,60072,2012-03-10,11.0032991218
15376,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,116023,2012-03-10,11.6615437263
15382,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,167910,2012-03-10,12.0311834006
15384,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,52145,2012-03-10,10.8617835786
15398,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH   STREET                    ,10019,0,2,2,7532,112850,2007,4, H2 ,64000,2012-09-24,11.0666383623
15419,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,57900,2012-12-09,10.9664726636
15420,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,108205,2012-12-09,11.591782855
15421,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,57221,2012-12-09,10.9546762429
15423,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,80100,2012-12-09,11.2910311331
15426,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,87805,2012-12-09,11.3828737256
15429,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,60500,2012-12-09,11.010398644
15431,MIDTOWN WEST,25  LUXURY HOTELS,4,1009,37,H2, 102 WEST 57TH STREET                      ,10019,0,2,2,7532,112850,2007,4, H2 ,61000,2012-12-09,11.0186291432
